date_created,file_name,count_lines,mask_ratio
2021/05/12,V1F_HY_5008_20160212_014740_N_CH1_Seoul_Sun_Mainroad_Day_93628.png,89,14.721
2021/05/12,V2F_HY_9901_20201221_150341_E_CH1_Seoul_Sun_Mainroad_Day_11996.png,175,14.687
2021/05/12,V1F_HY_2175_20160212_015918_N_CH1_Seoul_Cloud_Frontback_Day_87558.png,95,14.578
2021/05/12,V1F_HY_5462_20160212_013015_E_CH1_Seoul_Sun_Mainroad_Day_30278.png,88,14.503
2021/05/12,V2F_HY_6656_20201229_115912_E_CH0_Seoul_Sun_Mainroad_Day_86287.png,104,14.497
2021/05/12,V2F_HY_0649_20201229_120013_N_CH1_Seoul_Sun_Mainroad_Day_41814.png,83,14.46
2021/05/12,V0F_HY_2734_20201221_165613_E_CH0_Seoul_Sun_Frontback_Day_92747.png,70,14.431
2021/05/12,V0F_HY_4080_20201231_130927_N_CH2_Seoul_Sun_Mainroad_Day_44785.png,118,14.41
2021/05/12,V3F_HY_3064_20201102_132532_N_CH1_Seoul_Sun_Kidzone_Day_14227.png,299,14.389
2021/05/12,V2F_HY_8099_20201102_115816_N_CH2_Seoul_Sun_Frontback_Day_43640.png,200,14.272
2021/05/12,V1F_HY_0399_20160212_013214_N_CH1_Seoul_Cloud_Frontback_Day_33062.png,166,14.245
2021/05/12,V2F_HY_1534_20201224_105810_N_CH1_Seoul_Sun_Mainroad_Day_83724.png,71,14.239
2021/05/12,V1F_HY_7113_20160212_013614_E_CH1_Seoul_Cloud_Mainroad_Day_08316.png,139,14.234
2021/05/12,V1F_HY_9851_20160212_021450_N_CH2_Seoul_Sun_Frontback_Day_45336.png,221,14.139
2021/05/12,V2F_HY_6440_20201102_095305_E_CH1_Seoul_Sun_Highway_Day_01630.png,498,14.102
2021/05/12,V2F_HY_3822_20201224_105910_N_CH0_Seoul_Sun_Mainroad_Day_37431.png,36,14.09
2021/05/12,V2F_HY_9364_20201224_103624_N_CH0_Seoul_Sun_Mainroad_Day_05357.png,326,14.088
2021/05/12,V2F_HY_0344_20201221_122415_N_CH0_Seoul_Sun_Kidzone_Day_74772.png,202,14.054
2021/05/12,V3F_HY_2953_20160212_023050_N_CH2_Seoul_Sun_Frontback_Day_73180.png,100,14.015
2021/05/12,V2F_HY_4132_20201229_115912_E_CH1_Seoul_Sun_Mainroad_Day_60773.png,95,14.008
2021/05/12,V2F_HY_9727_20201229_113223_N_CH2_Seoul_Sun_Kidzone_Day_66079.png,58,13.983
2021/05/12,V1F_HY_7675_20160212_014740_N_CH1_Seoul_Sun_Mainroad_Day_00623.png,222,13.954
2021/05/12,V1F_HY_6240_20160212_014314_N_CH2_Seoul_Cloud_Frontback_Day_71013.png,142,13.946
2021/05/12,V1F_HY_5838_20160212_021049_E_CH1_Seoul_Sun_Mainroad_Day_66974.png,113,13.932
2021/05/12,V1F_HY_2296_20160212_013614_N_CH2_Seoul_Cloud_Mainroad_Day_40468.png,53,13.921
2021/05/12,V2F_HY_8830_20201221_112603_E_CH0_Seoul_Sun_Highway_Day_39071.png,42,13.896
2021/05/12,V3F_HY_9940_20160212_023749_E_CH1_Seoul_Sun_Frontback_Sunset_97746.png,109,13.893
2021/05/12,V2F_HY_8528_20201224_102424_N_CH1_Seoul_Sun_Mainroad_Sunrise_07962.png,56,13.86
2021/05/12,V2F_HY_5168_20201224_101630_E_CH1_Seoul_Sun_Mainroad_Sunrise_08369.png,44,13.815
2021/05/12,V2F_HY_6532_20201221_122515_N_CH2_Seoul_Sun_Mainroad_Day_61376.png,98,13.8
2021/05/12,V2F_HY_2535_20201102_081831_E_CH0_Seoul_Sun_Mainroad_Day_45486.png,135,13.785
2021/05/12,V2F_HY_8177_20201224_105910_N_CH1_Seoul_Sun_Mainroad_Day_29529.png,74,13.771
2021/05/12,V2F_HY_0481_20201229_114416_N_CH0_Seoul_Sun_Mainroad_Day_68755.png,182,13.764
2021/05/12,V1F_HY_4485_20160212_013014_E_CH1_Seoul_Cloud_Frontback_Day_23783.png,85,13.752
2021/05/12,V2F_HY_0376_20201229_113223_N_CH2_Seoul_Sun_Kidzone_Day_65821.png,95,13.593
2021/05/12,V1F_HY_0274_20160212_020333_E_CH0_Seoul_Sun_Kidzone_Sunset_82367.png,235,13.543
2021/05/12,V2F_HY_6786_20201224_105910_N_CH1_Seoul_Sun_Mainroad_Day_03737.png,44,13.542
2021/05/12,V0F_HY_3700_20201223_124119_N_CH2_Seoul_Sun_Mainroad_Day_48901.png,73,13.54
2021/05/12,V2F_HY_6953_20201224_103624_N_CH1_Seoul_Sun_Mainroad_Sunrise_91275.png,118,13.524
2021/05/12,V2F_HY_9572_20201102_113308_N_CH2_Seoul_Sun_Frontback_Day_13040.png,79,13.502
2021/05/12,V1F_HY_0714_20160212_013014_N_CH1_Seoul_Cloud_Frontback_Day_64099.png,68,13.486
2021/05/12,V2F_HY_6150_20201229_120013_E_CH1_Seoul_Sun_Mainroad_Day_45368.png,101,13.483
2021/05/12,V2F_HY_7440_20201224_120314_N_CH2_Seoul_Sun_Mainroad_Day_02671.png,120,13.449
2021/05/12,V2F_HY_2676_20201229_114516_N_CH1_Seoul_Sun_Mainroad_Day_39463.png,67,13.438
2021/05/12,V1F_HY_7985_20160212_014314_N_CH2_Seoul_Cloud_Frontback_Day_41389.png,37,13.429
2021/05/12,V0F_HY_6110_20201221_165613_E_CH0_Seoul_Sun_Frontback_Day_74239.png,73,13.363
2021/05/12,V0F_HY_2467_20201103_135519_N_CH2_Seoul_Sun_Kidzone_Day_10752.png,72,13.36
2021/05/12,V2F_HY_5091_20201221_101222_N_CH2_Seoul_Sun_Mainroad_Day_61918.png,26,13.335
2021/05/12,V2F_HY_7928_20201102_100405_N_CH2_Seoul_Sun_Mainroad_Day_54078.png,28,13.308
2021/05/12,V2F_HY_1806_20201231_115354_N_CH2_Seoul_Sun_Mainroad_Day_44515.png,57,13.307
2021/05/12,V2F_HY_9179_20201102_081531_E_CH1_Seoul_Sun_Mainroad_Day_64695.png,92,13.281
2021/05/12,V2F_HY_8334_20201103_122825_N_CH2_Seoul_Sun_Mainroad_Day_96240.png,76,13.259
2021/05/12,V2F_HY_7603_20201224_101430_N_CH2_Seoul_Sun_Mainroad_Day_22128.png,58,13.222
2021/05/12,V1F_HY_1198_20160212_015215_N_CH1_Seoul_Sun_Mainroad_Day_46732.png,85,13.184
2021/05/12,V2F_HY_9105_20201102_120916_N_CH2_Seoul_Sun_Mainroad_Day_31390.png,117,13.172
2021/05/12,V1F_HY_9544_20160212_015215_N_CH1_Seoul_Sun_Mainroad_Day_10230.png,114,13.145
2021/05/12,V0F_HY_2308_20201103_135319_N_CH2_Seoul_Sun_Kidzone_Day_60361.png,70,13.134
2021/05/12,V2F_HY_8832_20201229_114016_E_CH1_Seoul_Sun_Mainroad_Day_60369.png,85,13.129
2021/05/12,V2F_HY_1374_20201224_103624_N_CH1_Seoul_Sun_Mainroad_Sunrise_78839.png,127,13.105
2021/05/12,V2F_HY_6250_20201224_102424_N_CH2_Seoul_Sun_Mainroad_Day_28771.png,50,13.092
2021/05/12,V1F_HY_0502_20160212_021049_E_CH1_Seoul_Sun_Mainroad_Day_60413.png,72,13.039
2021/05/12,V2F_HY_9162_20201221_101222_E_CH0_Seoul_Sun_Mainroad_Day_56659.png,208,13.025
2021/05/12,V3F_HY_2179_20201102_133132_N_CH2_Seoul_Sun_Mainroad_Day_15426.png,86,13.024
2021/05/12,V1F_HY_5772_20160212_022918_N_CH1_Seoul_Cloud_Mainroad_Day_22189.png,100,12.982
2021/05/12,V0F_HY_5885_20201103_135919_N_CH2_Seoul_Sun_Frontback_Day_56357.png,248,12.977
2021/05/12,V1F_HY_3750_20160212_015215_N_CH0_Seoul_Sun_Mainroad_Day_58533.png,197,12.974
2021/05/12,V1F_HY_1457_20160212_014740_N_CH1_Seoul_Sun_Mainroad_Day_48297.png,115,12.974
2021/05/12,V1F_HY_9224_20160212_014414_E_CH1_Seoul_Cloud_Mainroad_Day_42627.png,83,12.927
2021/05/12,V1F_HY_9204_20160212_015215_N_CH1_Seoul_Sun_Mainroad_Day_31614.png,92,12.88
2021/05/12,V1F_HY_6890_20160212_014414_E_CH0_Seoul_Cloud_Mainroad_Day_65210.png,212,12.874
2021/05/12,V1F_HY_5599_20160212_013714_E_CH0_Seoul_Cloud_Mainroad_Day_33657.png,42,12.87
2021/05/12,V2F_HY_9045_20201224_103824_N_CH2_Seoul_Sun_Mainroad_Sunrise_75408.png,228,12.863
2021/05/12,V2F_HY_5400_20201229_114516_N_CH0_Seoul_Sun_Mainroad_Day_16972.png,191,12.862
2021/05/12,V1F_HY_0046_20160212_014414_E_CH1_Seoul_Cloud_Mainroad_Day_64876.png,37,12.843
2021/05/12,V1F_HY_3669_20160212_012917_E_CH1_Seoul_Sun_Frontback_Day_04206.png,73,12.782
2021/05/12,V2F_HY_7832_20201102_101105_N_CH2_Seoul_Sun_Frontback_Day_16881.png,166,12.774
2021/05/12,V0F_HY_6976_20201222_132621_N_CH2_Seoul_Sun_Mainroad_Day_18578.png,214,12.719
2021/05/12,V2F_HY_7395_20201221_112603_E_CH0_Seoul_Sun_Highway_Day_68112.png,288,12.715
2021/05/12,V2F_HY_0822_20201229_115039_N_CH2_Seoul_Sun_Mainroad_Day_63835.png,87,12.706
2021/05/12,V2F_HY_2371_20201224_102424_N_CH2_Seoul_Sun_Mainroad_Sunrise_98790.png,54,12.699
2021/05/12,V0F_HY_7902_20201105_160001_E_CH0_Seoul_Sun_Highway_Day_10917.png,112,12.69
2021/05/12,V2F_HY_9225_20201229_114516_N_CH1_Seoul_Sun_Mainroad_Day_45331.png,98,12.686
2021/05/12,V2F_HY_8779_20201224_105409_E_CH1_Seoul_Sun_Mainroad_Day_87867.png,66,12.682
2021/05/12,V2F_HY_0876_20201221_112603_E_CH0_Seoul_Sun_Highway_Day_99797.png,317,12.675
2021/05/12,V3F_HY_2647_20201102_133332_N_CH2_Seoul_Sun_Mainroad_Day_24829.png,87,12.648
2021/05/12,V2F_HY_7850_20201224_102624_N_CH1_Seoul_Sun_Mainroad_Day_67105.png,490,12.633
2021/05/12,V0F_HY_9908_20201209_140917_E_CH0_Seoul_Sun_Kidzone_Day_23664.png,184,12.618
2021/05/12,V1F_HY_1708_20160212_014840_E_CH1_Seoul_Sun_Mainroad_Sunset_83300.png,57,12.61
2021/05/12,V1F_HY_0098_20160212_014740_N_CH0_Seoul_Cloud_Mainroad_Day_37522.png,129,12.607
2021/05/12,V3F_HY_2478_20160212_023149_N_CH1_Seoul_Sun_Frontback_Day_49454.png,100,12.596
2021/05/12,V2F_HY_9624_20201221_124054_E_CH0_Seoul_Sun_Mainroad_Day_48036.png,233,12.592
2021/05/12,V2F_HY_3486_20201221_105153_N_CH1_Seoul_Sun_Mainroad_Day_57137.png,519,12.575
2021/05/12,V2F_HY_4232_20201102_081731_E_CH1_Seoul_Sun_Mainroad_Day_01920.png,27,12.56
2021/05/12,V2F_HY_2730_20201102_121116_N_CH2_Seoul_Sun_Mainroad_Day_68237.png,51,12.556
2021/05/12,V1F_HY_7383_20160212_021049_E_CH0_Seoul_Sun_Mainroad_Day_23432.png,95,12.549
2021/05/12,V1F_HY_1611_20160212_014740_N_CH1_Seoul_Sun_Mainroad_Day_60473.png,162,12.548
2021/05/12,V0F_HY_4879_20201222_145709_N_CH2_Seoul_Sun_Mainroad_Day_10460.png,56,12.54
2021/05/12,V2F_HY_8081_20201221_122515_E_CH1_Seoul_Sun_Frontback_Day_38901.png,144,12.528
2021/05/12,V2F_HY_9500_20201224_105409_N_CH0_Seoul_Sun_Mainroad_Day_09880.png,137,12.513
2021/05/12,V1F_HY_4904_20160212_013614_E_CH1_Seoul_Cloud_Mainroad_Day_33902.png,85,12.507
2021/05/12,V2F_HY_9440_20201224_102424_E_CH1_Seoul_Sun_Mainroad_Sunrise_96986.png,62,12.5
2021/05/12,V1F_HY_9608_20160212_020609_N_CH1_Seoul_Sun_Frontback_Day_60019.png,86,12.496
2021/05/12,V2F_HY_1191_20201104_081802_E_CH0_Seoul_Sun_Mainroad_Sunrise_39580.png,233,12.496
2021/05/12,V2F_HY_7248_20201221_110602_E_CH1_Seoul_Sun_Mainroad_Day_50572.png,25,12.492
2021/05/12,V2F_HY_9753_20201102_085208_N_CH0_Seoul_Sun_Highway_Day_05674.png,148,12.431
2021/05/12,V2F_HY_7773_20201229_120013_E_CH1_Seoul_Sun_Mainroad_Day_94888.png,89,12.423
2021/05/12,V2F_HY_3099_20201224_102424_N_CH0_Seoul_Sun_Mainroad_Sunrise_05611.png,143,12.344
2021/05/12,V2F_HY_2377_20201230_144718_E_CH1_Seoul_Sun_Mainroad_Day_88930.png,237,12.343
2021/05/12,V2F_HY_9630_20201224_121356_E_CH0_Seoul_Sun_Mainroad_Day_82529.png,207,12.336
2021/05/12,V1F_HY_5350_20160212_013014_N_CH1_Seoul_Cloud_Frontback_Day_91142.png,152,12.291
2021/05/12,V0F_HY_0405_20201222_151458_N_CH2_Seoul_Sun_Mainroad_Day_81440.png,97,12.274
2021/05/12,V0F_HY_1896_20201222_132321_E_CH0_Seoul_Sun_Mainroad_Day_71619.png,9,12.267
2021/05/12,V2F_HY_2327_20201102_081731_N_CH2_Seoul_Sun_Mainroad_Day_91022.png,187,12.264
2021/05/12,V2F_HY_4012_20201221_122515_N_CH2_Seoul_Sun_Frontback_Day_85769.png,151,12.247
2021/05/12,V2F_HY_4883_20201224_102424_E_CH0_Seoul_Sun_Mainroad_Sunrise_41783.png,87,12.239
2021/05/12,V2F_HY_4831_20201102_115816_N_CH2_Seoul_Sun_Frontback_Day_62204.png,99,12.235
2021/05/12,V2F_HY_5675_20201221_122515_N_CH2_Seoul_Sun_Frontback_Day_70320.png,79,12.222
2021/05/12,V2F_HY_3908_20201229_114616_N_CH1_Seoul_Sun_Mainroad_Day_25959.png,135,12.2
2021/05/12,V1F_HY_1727_20160212_013614_E_CH1_Seoul_Cloud_Mainroad_Day_89945.png,28,12.187
2021/05/12,V2F_HY_5854_20201229_115912_E_CH0_Seoul_Sun_Mainroad_Day_13864.png,95,12.163
2021/05/12,V1F_HY_7719_20160212_014840_N_CH2_Seoul_Fog_Mainroad_Sunset_65757.png,98,12.157
2021/05/12,V2F_HY_0555_20201221_124054_E_CH0_Seoul_Sun_Mainroad_Day_13538.png,261,12.148
2021/05/12,V0F_HY_6343_20201103_135319_N_CH2_Seoul_Sun_Kidzone_Day_84619.png,101,12.111
2021/05/12,V2F_HY_5086_20201221_101222_E_CH1_Seoul_Sun_Mainroad_Day_70734.png,72,12.11
2021/05/12,V0F_HY_4111_20201222_151458_N_CH2_Seoul_Sun_Mainroad_Day_97275.png,33,12.079
2021/05/12,V2F_HY_7266_20201224_105910_N_CH0_Seoul_Sun_Mainroad_Day_10429.png,33,12.072
2021/05/12,V2F_HY_8035_20201224_101430_N_CH2_Seoul_Sun_Mainroad_Day_53969.png,37,12.066
2021/05/12,V3F_HY_7203_20201102_131358_N_CH2_Seoul_Sun_Mainroad_Day_72388.png,141,12.058
2021/05/12,V2F_HY_0284_20201224_102424_N_CH1_Seoul_Sun_Mainroad_Sunrise_15924.png,57,12.014
2021/05/12,V2F_HY_0799_20201221_112603_N_CH2_Seoul_Sun_Highway_Day_57617.png,30,12.006
2021/05/12,V3F_HY_7226_20160212_023149_N_CH1_Seoul_Sun_Frontback_Day_21031.png,44,12.004
2021/05/12,V2F_HY_7558_20201229_114516_E_CH1_Seoul_Sun_Mainroad_Day_45467.png,121,11.997
2021/05/12,V2F_HY_8009_20201221_112603_E_CH1_Seoul_Sun_Highway_Day_30643.png,105,11.993
2021/05/12,V1F_HY_0366_20160212_014740_N_CH1_Seoul_Sun_Mainroad_Day_43714.png,88,11.956
2021/05/12,V2F_HY_2562_20201221_122515_N_CH0_Seoul_Sun_Frontback_Day_22096.png,108,11.953
2021/05/12,V1F_HY_1583_20160212_013339_E_CH1_Seoul_Sun_Mainroad_Sunset_19081.png,184,11.929
2021/05/12,V1F_HY_3991_20160212_013014_N_CH2_Seoul_Cloud_Frontback_Day_45352.png,123,11.911
2021/05/12,V2F_HY_4145_20201229_113223_N_CH1_Seoul_Sun_Mainroad_Day_34996.png,175,11.902
2021/05/12,V2F_HY_5441_20201224_102424_N_CH0_Seoul_Sun_Mainroad_Day_27921.png,66,11.881
2021/05/12,V1F_HY_7463_20160212_013014_N_CH1_Seoul_Cloud_Frontback_Day_55379.png,215,11.865
2021/05/12,V2F_HY_4569_20201102_113608_E_CH0_Seoul_Sun_Frontback_Day_95120.png,45,11.864
2021/05/12,V2F_HY_0839_20201229_111546_N_CH1_Seoul_Sun_Mainroad_Day_78070.png,311,11.85
2021/05/12,V1F_HY_8498_20160212_020027_E_CH1_Seoul_Sun_Mainroad_Day_27534.png,125,11.844
2021/05/12,V2F_HY_3749_20201229_114516_N_CH0_Seoul_Sun_Mainroad_Day_67712.png,148,11.834
2021/05/12,V2F_HY_0276_20201229_114516_N_CH1_Seoul_Sun_Mainroad_Day_76810.png,49,11.829
2021/05/12,V1F_HY_5063_20160212_014414_N_CH2_Seoul_Cloud_Mainroad_Day_96065.png,74,11.821
2021/05/12,V2F_HY_5281_20201023_105055_N_CH0_Seoul_Sun_Mainroad_Day_32810.png,132,11.799
2021/05/12,V2F_HY_3553_20201224_105910_E_CH1_Seoul_Sun_Mainroad_Day_41340.png,70,11.786
2021/05/12,V1F_HY_8483_20160212_014314_N_CH2_Seoul_Cloud_Frontback_Day_10061.png,71,11.778
2021/05/12,V1F_HY_4938_20160212_013014_N_CH2_Seoul_Cloud_Frontback_Day_21803.png,55,11.773
2021/05/12,V0F_HY_9169_20201222_151358_E_CH0_Seoul_Sun_Mainroad_Day_88102.png,124,11.772
2021/05/12,V2F_HY_4854_20201224_105910_N_CH1_Seoul_Sun_Mainroad_Day_69899.png,56,11.735
2021/05/12,V2F_HY_6916_20210111_104127_N_CH1_Seoul_Snow_Frontback_Day_16904.png,265,11.729
2021/05/12,V2F_HY_5309_20201102_113308_E_CH0_Seoul_Sun_Frontback_Day_95596.png,179,11.715
2021/05/12,V1F_HY_9567_20160212_013716_E_CH1_Seoul_Sun_Mainroad_Sunset_31017.png,209,11.701
2021/05/12,V2F_HY_8466_20201229_114616_E_CH0_Seoul_Sun_Mainroad_Day_98257.png,115,11.692
2021/05/12,V2F_HY_7006_20201229_114416_N_CH1_Seoul_Sun_Mainroad_Day_48917.png,100,11.687
2021/05/12,V2F_HY_0349_20201224_102424_E_CH1_Seoul_Sun_Mainroad_Day_46720.png,42,11.687
2021/05/12,V2F_HY_8386_20201229_113223_N_CH1_Seoul_Sun_Kidzone_Day_75381.png,63,11.68
2021/05/12,V2F_HY_3926_20201221_112603_N_CH2_Seoul_Sun_Highway_Day_64524.png,32,11.676
2021/05/12,V3F_HY_5319_20160212_023149_E_CH1_Seoul_Sun_Frontback_Day_80938.png,97,11.676
2021/05/12,V2F_HY_8493_20201224_103624_N_CH2_Seoul_Sun_Mainroad_Sunrise_91773.png,113,11.668
2021/05/12,V0F_HY_0326_20201105_121302_N_CH2_Seoul_Sun_Frontback_Day_25141.png,128,11.667
2021/05/12,V2F_HY_5099_20201221_112603_N_CH2_Seoul_Sun_Highway_Day_09660.png,60,11.652
2021/05/12,V2F_HY_7781_20201229_114516_E_CH0_Seoul_Sun_Mainroad_Day_49054.png,67,11.644
